provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
KLA,,P118,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,PVD tools (adv. pkg.),N111,7.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Overlay metrology tools,N114,54.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,E-beam metrology tools,N115,11.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Defect review stations,N116,24.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Deposition tools (adv. pkg.),N128,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,6.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Other deposition tools (non-IC),N138,7.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Dry etching and cleaning tools,N48,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Conductor etching tools,N50,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Process control tools,N60,57.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Photomask inspection and repair tools,N62,40.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Inspection tools (adv. pkg.),N63,39.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,47.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Defect inspection tools,N67,84.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KLA,,P118,,Unknown,provision.csv,Assembly inspection tools,N70,47.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Dry clean tools,N102,40.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Dry etch tools,N103,1.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Plasma modification tools,N104,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Imprint lithography,N107,7.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Fabrication tools (for advanced packaging),N109,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Wafer handlers,N11,13.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Overlay metrology tools,N114,0.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Test tools,N120,3.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,Resist processing tools (adv. pkg.),N122,4.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Lithography tools (adv. pkg.),N127,4.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Die attaching tools for IC,N131,35.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Die attaching tools for non-IC,N132,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Other deposition tools (non-IC),N138,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Lithography tools,N19,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Resist processing tools,N32,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Deposition tools,N36,3.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Plasma CVD tools,N38,4.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Low-pressure CVD tools,N39,9.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,High-temperature CVD tools,N40,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Atomic layer deposition tools,N41,6.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Rapid thermal processing tools,N43,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Tube-based diffusion and deposition tools,N44,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Chemical vapor deposition tools,N47,4.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Dry etching and cleaning tools,N48,1.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Wet etching and cleaning tools,N49,5.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Conductor etching tools,N50,1.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Insulator etching tools,N51,0.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Dry stripping tools,N53,7.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Misc. dry etch tools,N54,5.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Etch and clean tools,N55,2.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Wafer and photomask handlers,N59,13.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Process control tools,N60,0.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Defect inspection tools,N67,0.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOR,,P4,,Unknown,provision.csv,Assembly inspection tools,N70,8.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Dicing tools,N71,1.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Bonding tools,N72,18.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Die attaching tools,N73,29.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Other interconnect tools,N75,10.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Packaging tools,N76,16.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
KOR,,P4,,Unknown,provision.csv,Memory test tools,N79,8.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,SoC test tools,N80,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,Burn-in test tools,N81,43.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,Linear and discrete testing tools,N82,0.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,Handlers and probers,N83,22.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
KOR,,P4,,Unknown,provision.csv,CMP tools,N86,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
KOSES,,P168,,Unknown,provision.csv,Other interconnect tools,N75,2.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Keithley Instruments,,P143,,Unknown,provision.csv,Process monitoring tools,N64,31.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Keysight Tech,,P142,,Unknown,provision.csv,Process monitoring tools,N64,68.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kingsemi,,P107,,Unknown,provision.csv,Resist processing tools (adv. pkg.),N122,2.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kingsemi,,P107,,Unknown,provision.csv,Lithography tools (adv. pkg.),N127,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Koh Young Tech,,P147,,Unknown,provision.csv,Assembly inspection tools,N70,4.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Kokusai,,P116,,Unknown,provision.csv,Plasma modification tools,N104,5.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,CVD tools (adv. pkg.),N110,6.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,Deposition tools,N36,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,Atomic layer deposition tools,N41,9.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,Rapid thermal processing tools,N43,2.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,Tube-based diffusion and deposition tools,N44,23.7,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kokusai,,P116,,Unknown,provision.csv,Dry stripping tools,N53,27.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Kulicke & Soffa,,P164,,Unknown,provision.csv,Die attaching tools for IC,N131,3.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Kulicke & Soffa,,P164,,Unknown,provision.csv,Auto ball bonders for IC,N134,86.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
